--- DEVICE FORENSICS LOG ---
MAC,E2:9D:6E:15:46:74
IP,192.168.10.241
Exported At,2026-05-03T23:53:51.891222

--- DNS QUERY HISTORY ---
Timestamp,Domain,Type
2026-05-03 20:43:09,www.google.com,A
2026-05-03 20:43:09,connectivitycheck.gstatic.com,A
2026-05-03 20:43:09,www.google.com,A
2026-05-03 20:43:09,optimizationguide-pa.googleapis.com.tariq-domain,A
2026-05-03 20:43:09,optimizationguide-pa.googleapis.com,A
2026-05-03 20:43:09,optimizationguide-pa.googleapis.com,A
2026-05-03 20:43:09,www.google.com.tariq-domain,A
2026-05-03 20:43:09,www.google.com.tariq-domain,A
2026-05-03 20:43:08,content-autofill.googleapis.com,A
2026-05-03 20:43:08,content-autofill.googleapis.com,A
2026-05-03 20:43:08,content-autofill.googleapis.com,A
2026-05-03 20:43:08,content-autofill.googleapis.com,A
2026-05-03 20:43:07,content-autofill.googleapis.com.tariq-domain,A
2026-05-03 20:43:07,content-autofill.googleapis.com,A
2026-05-03 20:43:07,content-autofill.googleapis.com,A
2026-05-03 20:43:07,optimizationguide-pa.googleapis.com,A
2026-05-03 20:43:07,optimizationguide-pa.googleapis.com,A
2026-05-03 20:43:07,optimizationguide-pa.googleapis.com,A
2026-05-03 20:43:07,optimizationguide-pa.googleapis.com,A
2026-05-03 20:43:06,content-autofill.googleapis.com,A
2026-05-03 20:43:06,content-autofill.googleapis.com,A
2026-05-03 20:43:06,optimizationguide-pa.googleapis.com.tariq-domain,A
2026-05-03 20:43:06,optimizationguide-pa.googleapis.com,A
2026-05-03 20:43:06,optimizationguide-pa.googleapis.com,A
2026-05-03 20:43:06,www.google.com.tariq-domain,A
2026-05-03 20:43:05,z-m-gateway.facebook.com.tariq-domain,A
2026-05-03 20:43:05,www.google.com.tariq-domain,A
2026-05-03 20:43:05,clients4.google.com.tariq-domain,A
2026-05-03 20:43:05,clients4.google.com.tariq-domain,A
2026-05-03 20:43:04,content-autofill.googleapis.com,A
2026-05-03 20:43:04,content-autofill.googleapis.com.tariq-domain,A
2026-05-03 20:43:04,content-autofill.googleapis.com,A
2026-05-03 20:43:04,content-autofill.googleapis.com.tariq-domain,A
2026-05-03 20:43:04,content-autofill.googleapis.com,A
2026-05-03 20:43:03,content-autofill.googleapis.com,A
2026-05-03 20:43:03,optimizationguide-pa.googleapis.com,A
2026-05-03 20:43:03,optimizationguide-pa.googleapis.com,A
2026-05-03 20:43:03,optimizationguide-pa.googleapis.com.tariq-domain,A
2026-05-03 20:43:03,www.google.com,A
2026-05-03 20:43:02,z-m-gateway.facebook.com.tariq-domain,A
2026-05-03 20:43:02,z-m-gateway.facebook.com.tariq-domain,A
2026-05-03 20:43:02,www.google.com.tariq-domain,A
2026-05-03 20:43:02,connectivitycheck.gstatic.com.tariq-domain,A
2026-05-03 20:43:02,www.google.com.tariq-domain,A
2026-05-03 20:43:02,connectivitycheck.gstatic.com.tariq-domain,A
2026-05-03 20:43:02,www.google.com.tariq-domain,A
2026-05-03 20:43:02,clients4.google.com.tariq-domain,A
2026-05-03 20:43:01,content-autofill.googleapis.com,A
2026-05-03 20:43:01,content-autofill.googleapis.com,A
2026-05-03 20:43:01,content-autofill.googleapis.com.tariq-domain,A
2026-05-03 20:43:00,optimizationguide-pa.googleapis.com,A
2026-05-03 20:43:00,optimizationguide-pa.googleapis.com.tariq-domain,A
2026-05-03 20:43:00,www.google.com,A
2026-05-03 20:43:00,optimizationguide-pa.googleapis.com,A
2026-05-03 20:43:00,optimizationguide-pa.googleapis.com.tariq-domain,A
2026-05-03 20:43:00,www.google.com,A
2026-05-03 20:42:59,z-m-gateway.facebook.com,A
2026-05-03 20:42:59,z-m-gateway.facebook.com,A
2026-05-03 20:42:59,www.google.com.tariq-domain,A
2026-05-03 20:42:59,www.google.com,A
2026-05-03 20:42:59,www.google.com.tariq-domain,A
2026-05-03 20:42:59,www.google.com,A
2026-05-03 20:42:59,connectivitycheck.gstatic.com.tariq-domain,A
2026-05-03 20:42:59,www.google.com.tariq-domain,A
2026-05-03 20:42:59,connectivitycheck.gstatic.com.tariq-domain,A
2026-05-03 20:42:59,www.google.com.tariq-domain,A
2026-05-03 20:42:59,clients4.google.com,A
2026-05-03 20:42:59,clients4.google.com.tariq-domain,A
2026-05-03 20:42:59,clients4.google.com,A
2026-05-03 20:42:59,clients4.google.com.tariq-domain,A
2026-05-03 20:42:58,content-autofill.googleapis.com,A
2026-05-03 20:42:57,login.ionos.com.tariq-domain,A
2026-05-03 20:42:57,var.uicdn.net.tariq-domain,A
2026-05-03 20:42:57,frontend-services.ionos.com.tariq-domain,A
2026-05-03 20:42:57,content-autofill.googleapis.com.tariq-domain,A
2026-05-03 20:42:57,content-autofill.googleapis.com.tariq-domain,A
2026-05-03 20:42:57,optimizationguide-pa.googleapis.com,A
2026-05-03 20:42:57,optimizationguide-pa.googleapis.com,A
2026-05-03 20:42:56,z-m-gateway.facebook.com,A
2026-05-03 20:42:56,z-m-gateway.facebook.com,A
2026-05-03 20:42:56,www.google.com.tariq-domain,A
2026-05-03 20:42:56,www.google.com,A
2026-05-03 20:42:56,www.google.com.tariq-domain,A
2026-05-03 20:42:56,www.google.com,A
2026-05-03 20:42:56,connectivitycheck.gstatic.com,A
2026-05-03 20:42:56,www.google.com,A
2026-05-03 20:42:56,connectivitycheck.gstatic.com,A
2026-05-03 20:42:56,www.google.com,A
2026-05-03 20:42:56,_googlecast._tcp.local,A
2026-05-03 20:42:56,_googlecast._tcp.local,A
2026-05-03 20:42:56,clients4.google.com,A
2026-05-03 20:42:56,clients4.google.com.tariq-domain,A
2026-05-03 20:42:56,clients4.google.com,A
2026-05-03 20:42:56,clients4.google.com.tariq-domain,A
2026-05-03 20:42:55,content-autofill.googleapis.com,A
2026-05-03 20:42:55,content-autofill.googleapis.com,A
2026-05-03 20:42:55,content-autofill.googleapis.com,A
2026-05-03 20:42:55,content-autofill.googleapis.com,A
2026-05-03 20:42:55,_googlecast._tcp.local,A
2026-05-03 20:42:54,var.uicdn.net.tariq-domain,A
2026-05-03 20:42:54,login.ionos.com.tariq-domain,A
2026-05-03 20:42:54,var.uicdn.net.tariq-domain,A
2026-05-03 20:42:54,login.ionos.com.tariq-domain,A
2026-05-03 20:42:54,frontend-services.ionos.com.tariq-domain,A
2026-05-03 20:42:54,content-autofill.googleapis.com.tariq-domain,A
2026-05-03 20:42:54,content-autofill.googleapis.com,A
2026-05-03 20:42:54,content-autofill.googleapis.com,A
2026-05-03 20:42:54,www.google.com.tariq-domain,A
2026-05-03 20:42:54,www.google.com.tariq-domain,A
2026-05-03 20:42:54,optimizationguide-pa.googleapis.com,A
2026-05-03 20:42:54,optimizationguide-pa.googleapis.com,A
2026-05-03 20:42:54,_googlecast._tcp.local,A
2026-05-03 20:42:54,_googlecast._tcp.local,A
2026-05-03 20:42:53,content-autofill.googleapis.com,A
2026-05-03 20:42:53,content-autofill.googleapis.com,A
2026-05-03 20:42:53,content-autofill.googleapis.com,A
2026-05-03 20:42:53,content-autofill.googleapis.com,A
2026-05-03 20:42:53,www.google.com,A
2026-05-03 20:42:53,www.google.com,A
2026-05-03 20:42:53,connectivitycheck.gstatic.com,A
2026-05-03 20:42:53,www.google.com,A
2026-05-03 20:42:53,clients4.google.com,A
2026-05-03 20:42:53,clients4.google.com,A
2026-05-03 20:42:52,z-m-gateway.facebook.com.tariq-domain,A
2026-05-03 20:42:52,content-autofill.googleapis.com,A
2026-05-03 20:42:52,z-m-gateway.facebook.com.tariq-domain,A
2026-05-03 20:42:52,content-autofill.googleapis.com,A
2026-05-03 20:42:52,content-autofill.googleapis.com,A
2026-05-03 20:42:52,optimizationguide-pa.googleapis.com,A
2026-05-03 20:42:52,optimizationguide-pa.googleapis.com,A
2026-05-03 20:42:52,google.com,A
2026-05-03 20:42:52,www.google.com,A
2026-05-03 20:42:52,www.google.com,A
2026-05-03 20:42:52,google.com,A
2026-05-03 20:42:52,www.google.com,A
2026-05-03 20:42:52,www.google.com,A
2026-05-03 20:42:51,login.ionos.com.tariq-domain,A
2026-05-03 20:42:51,login.ionos.com,A
